food_id,name,alternate_names,variants,category,subcategory,serving_amount,serving_unit,serving_weight_g,calories_min,calories_max,protein_min,protein_max,carbs_min,carbs_max,fat_min,fat_max,fiber_min,fiber_max,iron_min,iron_max,calcium_min,calcium_max,magnesium_min,magnesium_max,potassium_min,potassium_max,zinc_min,zinc_max,sodium_min,sodium_max,vitamin_a_min,vitamin_a_max,vitamin_c_min,vitamin_c_max,vitamin_d_min,vitamin_d_max,vitamin_e_min,vitamin_e_max,vitamin_k_min,vitamin_k_max,vitamin_b1_min,vitamin_b1_max,vitamin_b2_min,vitamin_b2_max,vitamin_b6_min,vitamin_b6_max,folate_min,folate_max,vitamin_b12_min,vitamin_b12_max,dietary_tags,allergens,ingredients,price_min_inr,price_max_inr,source,source_basis,confidence,variant_review_notes,fix_notes,nutrition_source,nutrition_source_basis,nutrition_confidence,b12_source,b12_source_basis,b12_confidence,price_source,price_source_basis,price_confidence,match_type,match_food,uncertainty_method,uncertainty_percent,variant_status
FD072,Tomato Rice,Thakkali Sadam,,Rice & Lunch Mains,Rice Varieties,1,cup (cooked),180,198.034,297.051,3.356,5.034,32.016,48.024,6.099,9.149,1.751,2.626,0.327,0.49,6.32,9.48,12.801,19.202,83.53,125.295,0.463,0.694,37.36,56.04,49.248,73.872,3.599,5.399,1.793,2.689,0.235,0.353,4.551,6.827,0.075,0.113,0.03,0.045,0.101,0.152,6.389,9.583,0.0,0.0,Vegetarian,,"rice, tomato, onion, mustard seeds, curry leaves, oil",60,150,Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 2 fix: Boiled rice (Uble chawal) (85%) + Tomato puree (10%) + butter (5%); INDB 2024.11 values are per 100 g (commodity components use standard published composition) and were converted to the CSV serving weight of 180 g. Range is a transparent prep-variability modeling band of ±20%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated. Tomato Rice modeled as boiled rice plus a tomato component and a small tempering-oil/ghee allowance, replacing the prior tomato-chicken mismatch.",Medium,,"Section 2: re-derived from correct dish-level analogue (was: wrong-category/keyword-bug match per audit report). | Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 2 fix: Boiled rice (Uble chawal) (85%) + Tomato puree (10%) + butter (5%); INDB 2024.11 values are per 100 g (commodity components use standard published composition) and were converted to the CSV serving weight of 180 g. Range is a transparent prep-variability modeling band of ±20%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated. Tomato Rice modeled as boiled rice plus a tomato component and a small tempering-oil/ghee allowance, replacing the prior tomato-chicken mismatch.",Medium,N/A — no significant dietary B12 source,"Compiled ingredient list contains no meat, fish, egg, dairy solids, or fortified ingredient — only plant-based ingredients, and/or ghee/butter in amounts too small to contribute measurable B12 (B12 resides in milk solids/whey, not milk fat). Vitamin B12 is not naturally present in plant foods (USDA FoodData Central), so the value is retained at 0.0 rather than estimated.",High,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Ingredient composition,Boiled rice (Uble chawal) (85%) + Tomato puree (10%) + butter (5%),"prep-variability modeling band (internally generated, not source-reported)",20.0,No variants listed
FD073,Pudina Rice (Mint Rice),Pudina Sadam,,Rice & Lunch Mains,Rice Varieties,1,cup (cooked),180,253.876,380.814,6.129,9.193,31.136,46.704,11.347,17.02,3.632,5.448,1.11,1.664,18.29,27.434,43.12,64.68,219.705,329.558,0.855,1.282,269.437,404.156,0.0,0.0,4.602,6.903,1.862,2.793,3.562,5.344,9.543,14.315,0.149,0.223,0.064,0.097,0.127,0.191,17.151,25.727,0.0,0.0,Vegetarian,,"rice, mint leaves, green chilli, oil, spices",60,150,Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 2 fix: Lemon rice (Pulihora, Elumichai sadam, Chitranna) (100%); INDB 2024.11 values are per 100 g (commodity components use standard published composition) and were converted to the CSV serving weight of 180 g. Range is a transparent prep-variability modeling band of ±20%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated. Pudina (Mint) Rice modeled on INDB Lemon rice (closest available oil-tempered seasoned-rice analogue; no mint-rice entry exists), replacing the prior mint-raita mismatch. Flavour differs from the actual dish, so treat as directional.",Low,,"Section 2: re-derived from correct dish-level analogue (was: wrong-category/keyword-bug match per audit report). | Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 2 fix: Lemon rice (Pulihora, Elumichai sadam, Chitranna) (100%); INDB 2024.11 values are per 100 g (commodity components use standard published composition) and were converted to the CSV serving weight of 180 g. Range is a transparent prep-variability modeling band of ±20%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated. Pudina (Mint) Rice modeled on INDB Lemon rice (closest available oil-tempered seasoned-rice analogue; no mint-rice entry exists), replacing the prior mint-raita mismatch. Flavour differs from the actual dish, so treat as directional.",Low,N/A — no significant dietary B12 source,"Compiled ingredient list contains no meat, fish, egg, dairy solids, or fortified ingredient — only plant-based ingredients, and/or ghee/butter in amounts too small to contribute measurable B12 (B12 resides in milk solids/whey, not milk fat). Vitamin B12 is not naturally present in plant foods (USDA FoodData Central), so the value is retained at 0.0 rather than estimated.",High,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Ingredient composition,"Lemon rice (Pulihora, Elumichai sadam, Chitranna) (100%)","prep-variability modeling band (internally generated, not source-reported)",20.0,No variants listed
FD074,Kadhi Chawal,,,Rice & Lunch Mains,Rice + Dal Combos,1,bowl,220,382.528,573.792,3.991,5.987,31.619,47.428,26.444,39.666,1.926,2.889,0.511,0.766,18.204,27.306,15.579,23.369,97.399,146.098,0.511,0.767,38.661,57.991,1.47,2.205,0.437,0.656,0.239,0.358,12.876,19.314,7.244,10.866,0.084,0.126,0.046,0.069,0.107,0.16,11.804,17.706,0.05,0.15,Vegetarian,Dairy,"rice, gram flour (besan), curd, fritters (pakodi), spices",60,150,Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 3 (duplicate-profile fix): Kadhi Chawal modeled as rice plus its defining besan-kadhi component, replacing the prior rice-only match that ignored the curry. Components: Boiled rice (Uble chawal) (65%) + Besan kadhi with pakodies (35%); INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 220 g. Range is a transparent prep-variability modeling band of ±20%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.",Medium,,"Section 3: differentiated from a previously identical duplicate-profile group per audit Section C. | Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 3 (duplicate-profile fix): Kadhi Chawal modeled as rice plus its defining besan-kadhi component, replacing the prior rice-only match that ignored the curry. Components: Boiled rice (Uble chawal) (65%) + Besan kadhi with pakodies (35%); INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 220 g. Range is a transparent prep-variability modeling band of ±20%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.",Medium,USDA FoodData Central,"Category-level estimate: curd/yogurt or milk is the dish's primary (or only) dairy component. USDA values for plain curd/yogurt and whole milk (~0.4-0.6 mcg/100g), scaled to a typical dairy-content fraction of this serving. Not from INDB.",Medium,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Close recipe,Boiled rice (Uble chawal) (65%) + Besan kadhi with pakodies (35%),"prep-variability modeling band (internally generated, not source-reported)",20.0,No variants listed
FD075,Kabuli Chana Pulao,Chana Pulao,,Rice & Lunch Mains,Biryani & Pulao,1,plate,280,172.807,211.208,7.363,8.999,19.222,23.493,7.704,9.416,2.816,3.441,2.4,2.934,80.715,98.651,58.984,72.092,478.798,585.197,1.112,1.36,307.576,375.927,0.992,1.212,11.491,14.045,5.374,6.568,3.762,4.598,21.361,26.108,0.146,0.178,0.097,0.119,0.239,0.292,65.965,80.624,0.0,0.0,Vegetarian,Dairy,"rice, chickpeas, whole spices, ghee",60,150,Anuvaad Indian Nutrient Databank (INDB) 2024.11,Direct INDB equivalent: Kabuli channa curry; INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 280 g. Range is a transparent prep-variability modeling band of ±10%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,High,,"Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,Direct INDB equivalent: Kabuli channa curry; INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 280 g. Range is a transparent prep-variability modeling band of ±10%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,High,N/A — no significant dietary B12 source,"Compiled ingredient list contains no meat, fish, egg, dairy solids, or fortified ingredient — only plant-based ingredients, and/or ghee/butter in amounts too small to contribute measurable B12 (B12 resides in milk solids/whey, not milk fat). Vitamin B12 is not naturally present in plant foods (USDA FoodData Central), so the value is retained at 0.0 rather than estimated.",High,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Exact,Kabuli channa curry,"prep-variability modeling band (internally generated, not source-reported)",10.0,No variants listed
FD076,Chicken Curry with Rice,,,Rice & Lunch Mains,Curry-Rice Combos,1,plate,280,325.644,398.01,29.723,36.329,8.514,10.406,19.074,23.313,3.543,4.331,2.189,2.676,68.77,84.052,55.171,67.431,638.783,780.734,1.408,1.721,272.172,332.655,10.266,12.547,17.065,20.858,9.062,11.076,3.936,4.811,56.921,69.57,0.185,0.226,0.117,0.143,0.801,0.979,39.332,48.073,0.2,0.4,Non-Vegetarian,,"rice, chicken, onion, tomato, spices",84,210,Anuvaad Indian Nutrient Databank (INDB) 2024.11,Direct INDB equivalent: Chicken curry; INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 280 g. Range is a transparent prep-variability modeling band of ±10%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,High,,"Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,Direct INDB equivalent: Chicken curry; INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 280 g. Range is a transparent prep-variability modeling band of ±10%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,High,USDA FoodData Central,"Category-level estimate: chicken is the dish's primary animal-protein component. USDA value for chicken, roasted meat (~0.3 mcg/100g), scaled to a typical chicken-content fraction of this serving. Not from INDB.",Medium,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Exact,Chicken curry,"prep-variability modeling band (internally generated, not source-reported)",10.0,No variants listed
FD077,Fish Curry with Rice,,,Rice & Lunch Mains,Curry-Rice Combos,1,plate,280,280.042,342.274,22.08,26.987,9.51,11.623,16.862,20.61,4.752,5.808,2.748,3.358,131.193,160.347,60.755,74.256,609.792,745.302,1.329,1.624,465.478,568.918,6.618,8.089,22.302,27.258,8.397,10.263,9.173,11.211,22.065,26.968,0.068,0.083,0.101,0.124,0.383,0.468,40.139,49.059,1.0,2.5,Non-Vegetarian,Fish,"rice, fish, tamarind, coconut, spices",84,210,Anuvaad Indian Nutrient Databank (INDB) 2024.11,Direct INDB equivalent: Fish curry (Machli curry); INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 280 g. Range is a transparent prep-variability modeling band of ±10%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,High,,"Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,Direct INDB equivalent: Fish curry (Machli curry); INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 280 g. Range is a transparent prep-variability modeling band of ±10%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,High,USDA FoodData Central,"Category-level estimate: fish is the dish's primary animal-protein component. USDA values for common Indian curry fish species (rohu, pomfret, kingfish, mackerel) range ~2-5 mcg/100g; a generic mid-range figure was used, scaled to a typical fish-content fraction of this serving. Not from INDB.",Medium,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Exact,Fish curry (Machli curry),"prep-variability modeling band (internally generated, not source-reported)",10.0,No variants listed
FD078,Prawn Curry with Rice,,,Rice & Lunch Mains,Curry-Rice Combos,1,plate,280,276.063,337.41,21.529,26.314,7.821,9.559,17.462,21.342,3.942,4.818,2.416,2.953,93.858,114.715,89.876,109.849,379.637,464.001,1.808,2.21,947.177,1157.66,1.638,2.002,3.276,4.004,5.707,6.975,8.929,10.913,411.246,502.633,0.06,0.074,0.071,0.087,0.214,0.262,38.423,46.961,0.5,1.0,Non-Vegetarian,Shellfish,"rice, prawn, coconut, spices",108,270,Anuvaad Indian Nutrient Databank (INDB) 2024.11,Direct INDB equivalent: Prawn curry (with coconut) (Jhinga curry); INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 280 g. Range is a transparent prep-variability modeling band of ±10%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,High,,"Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,Direct INDB equivalent: Prawn curry (with coconut) (Jhinga curry); INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 280 g. Range is a transparent prep-variability modeling band of ±10%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,High,USDA FoodData Central,"Category-level estimate: prawn/shrimp is the dish's primary animal-protein component. USDA value for shrimp, cooked (~1.1-1.5 mcg/100g), scaled to a typical prawn-content fraction of this serving. Not from INDB.",Medium,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Exact,Prawn curry (with coconut) (Jhinga curry),"prep-variability modeling band (internally generated, not source-reported)",10.0,No variants listed
FD079,Veg Kolhapuri with Rice,,,Rice & Lunch Mains,Curry-Rice Combos,1,plate,280,231.935,347.902,5.984,8.977,41.006,61.509,4.418,6.627,4.673,7.01,1.171,1.756,21.218,31.827,32.724,49.085,256.676,385.013,0.891,1.336,40.3,60.45,0.0,0.0,16.784,25.176,4.729,7.093,1.225,1.838,18.075,27.113,0.161,0.242,0.047,0.07,0.187,0.28,25.509,38.264,0.0,0.0,Vegetarian,,"rice, mixed vegetables, coconut, kolhapuri masala",60,150,Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 2 fix: Boiled rice (Uble chawal) (60%) + Vegetable curry with coconut (40%); INDB 2024.11 values are per 100 g (commodity components use standard published composition) and were converted to the CSV serving weight of 280 g. Range is a transparent prep-variability modeling band of ±20%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated. Veg Kolhapuri with Rice modeled as rice plus a spicy coconut-based vegetable curry component, replacing the prior plain-upma mismatch.",Medium,,"Section 2: re-derived from correct dish-level analogue (was: wrong-category/keyword-bug match per audit report). | Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 2 fix: Boiled rice (Uble chawal) (60%) + Vegetable curry with coconut (40%); INDB 2024.11 values are per 100 g (commodity components use standard published composition) and were converted to the CSV serving weight of 280 g. Range is a transparent prep-variability modeling band of ±20%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated. Veg Kolhapuri with Rice modeled as rice plus a spicy coconut-based vegetable curry component, replacing the prior plain-upma mismatch.",Medium,N/A — no significant dietary B12 source,"Compiled ingredient list contains no meat, fish, egg, dairy solids, or fortified ingredient — only plant-based ingredients, and/or ghee/butter in amounts too small to contribute measurable B12 (B12 resides in milk solids/whey, not milk fat). Vitamin B12 is not naturally present in plant foods (USDA FoodData Central), so the value is retained at 0.0 rather than estimated.",High,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Ingredient composition,Boiled rice (Uble chawal) (60%) + Vegetable curry with coconut (40%),"prep-variability modeling band (internally generated, not source-reported)",20.0,No variants listed
FD080,Paneer Rice Bowl,,,Rice & Lunch Mains,Curry-Rice Combos,1,plate,280,1466.418,1792.289,5.002,6.113,22.068,26.972,150.719,184.212,1.561,1.908,0.657,0.803,83.392,101.923,15.397,18.819,78.762,96.265,0.75,0.917,182.139,222.614,0.0,0.0,1.03,1.259,0.281,0.343,73.09,89.332,10.952,13.386,0.052,0.063,0.032,0.04,0.075,0.092,20.837,25.467,0.15,0.35,Vegetarian (dairy/paneer-rich),Dairy,"rice, paneer, tomato gravy, spices",84,210,Anuvaad Indian Nutrient Databank (INDB) 2024.11,Direct INDB equivalent: Paneer pulao; INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 280 g. Range is a transparent prep-variability modeling band of ±10%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,High,,"Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,Direct INDB equivalent: Paneer pulao; INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 280 g. Range is a transparent prep-variability modeling band of ±10%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,High,USDA FoodData Central,"Category-level estimate: paneer is the dish's primary dairy component. Published Indian food-composition data for paneer/cottage cheese (~0.8 mcg/100g), scaled to a typical paneer-content fraction of this serving. Not from INDB.",Medium,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Exact,Paneer pulao,"prep-variability modeling band (internally generated, not source-reported)",10.0,No variants listed
FD081,Zeera Aloo with Rice,,,Rice & Lunch Mains,Curry-Rice Combos,1,plate,280,1719.471,2101.576,1.76,2.151,8.393,10.258,186.497,227.941,1.712,2.092,0.898,1.098,41.566,50.803,21.738,26.569,301.255,368.2,0.314,0.383,463.312,566.27,3.157,3.858,11.043,13.497,0.703,0.86,91.391,111.7,17.137,20.945,0.042,0.052,0.043,0.052,0.077,0.094,12.933,15.807,0.0,0.0,Vegetarian,,"rice, potato, cumin, spices",60,150,Anuvaad Indian Nutrient Databank (INDB) 2024.11,Direct INDB equivalent: Dum aloo; INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 280 g. Range is a transparent prep-variability modeling band of ±10%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,High,,"Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,Direct INDB equivalent: Dum aloo; INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 280 g. Range is a transparent prep-variability modeling band of ±10%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,High,N/A — no significant dietary B12 source,"Compiled ingredient list contains no meat, fish, egg, dairy solids, or fortified ingredient — only plant-based ingredients, and/or ghee/butter in amounts too small to contribute measurable B12 (B12 resides in milk solids/whey, not milk fat). Vitamin B12 is not naturally present in plant foods (USDA FoodData Central), so the value is retained at 0.0 rather than estimated.",High,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Exact,Dum aloo,"prep-variability modeling band (internally generated, not source-reported)",10.0,No variants listed
FD082,Rasam Rice,Saaru Sadam,,Rice & Lunch Mains,Rice Varieties,1,cup (cooked),180,43.32,52.946,1.833,2.241,5.459,6.672,1.429,1.746,2.585,3.159,0.949,1.16,26.825,32.786,23.753,29.032,211.662,258.698,0.268,0.327,168.653,206.131,0.0,0.0,7.177,8.771,4.897,5.985,0.54,0.66,21.062,25.743,0.053,0.065,0.04,0.049,0.058,0.071,11.916,14.564,0.0,0.0,Vegetarian,,"rice, tamarind, tomato, rasam powder",60,150,Anuvaad Indian Nutrient Databank (INDB) 2024.11,Direct INDB equivalent: Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru); INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 180 g. Range is a transparent prep-variability modeling band of ±10%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,High,,"Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,Direct INDB equivalent: Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru); INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 180 g. Range is a transparent prep-variability modeling band of ±10%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,High,N/A — no significant dietary B12 source,"Compiled ingredient list contains no meat, fish, egg, dairy solids, or fortified ingredient — only plant-based ingredients, and/or ghee/butter in amounts too small to contribute measurable B12 (B12 resides in milk solids/whey, not milk fat). Vitamin B12 is not naturally present in plant foods (USDA FoodData Central), so the value is retained at 0.0 rather than estimated.",High,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Exact,Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),"prep-variability modeling band (internally generated, not source-reported)",10.0,No variants listed
